name,cuisine,DietaryRestrictions,latitude,longitude,phone,rating
Sathkar Restaurant,        ,   ,12.85032,77.65553,+91 97419 02141,
MBR Dum Biryani County,        ,   ,12.8506,77.66089,+91 99161 33091,
Kolkata New Style Famous Kati Roll,        ,   ,12.95584,77.7155,+91 88842 75887,
Young Star,        ,   ,13.01949,77.70823,+91 88840 08200,
L.J Iyengar Bakery And Sweets,        ,   ,12.85032,77.65553,+91 97417 48674,
Flamingo,        ,   ,13.08172,77.54828,+91 80 2364 9281,
Ambur Dum Biryani,        ,   ,12.85032,77.65553,+91 88921 31620,
The Krazy Biryani,        ,   ,12.96806,77.719,+91 97321 12488,
MK Mannaa,        ,   ,12.95584,77.7155,+91 80 4227 5743,
Krispy Kreme,        ,   ,12.95584,77.7155,+91 80 4259 9000,
Caffe Pascucci,Italian        ,   ,12.90869,77.61038,+91 80 4210 0843,
Punjabi Rasoi,Indian        ,   ,13.022297,77.58464,+91 80 2333 9171,
Avenue Juice Centre,        ,   ,12.97002,77.58021,,
Chaitra Bar & Restaurant,        ,   ,13.02571,77.62912,+91 94481 51750,
Ande Ka Funda,Fast Food        ,   ,12.95255,77.62021,+91 90356 92571,
The Bohra Bohra Thaal,Indian        ,   ,12.89705,77.58884,+91 98801 01051,
Foodland Restaurant,Indian        ,   ,13.04434,77.54736,+91 78995 46622,
12 Volt,        ,   ,13.064074,77.50458,+91 99640 02882,
Food Court,Indian Asian       ,   ,12.91583,77.60174,+91 99861 43696,
Gelato Italiano,Italian        ,   ,12.90869,77.61038,+91 80 4092 5584,
King Kong-chinese,Chinese        ,   ,13.000805,77.61397,+91 85480 11211,
Drunken Monkey,        ,   ,12.93546,77.62478,+91 99943 52421,
Cryptic Intel,Italian Chinese Indian      ,   ,12.93255,77.62981,+91 81055 05404,
Spice,Chinese Thai       ,   ,12.95847,77.70107,+91 80 4039 9000,
New Sukhi Sagar,Cafe        ,   ,12.94606,77.62446,+91 98808 03839,
Cafe Coffee Day,        ,   ,12.92664,77.55864,+91 80973 90111,
Ganga Bakery And Sweets,        ,   ,12.96673,77.53322,+91 80959 91777,
Janahaar,        ,   ,,,+91 90351 04559,4
Roadhouse Restaurant Bangalore,        ,   ,12.96277,77.74799,+91 96458 14327,
Anupama Hennur,        ,   ,13.02215,77.62894,+91 80 2543 4111,
Forking Indian,        ,   ,12.93629,77.61678,+91 80 4965 2660,
Dezire Natural Sugar Free,        ,   ,12.947432,77.56878,+91 80 4169 2690,
Good Bread,        ,   ,12.90254,77.58727,+91 80 2659 7787,
Adyar Ananda Bhavan,Indian        ,   ,13.02861,77.65216,+91 80 4115 7199,
Indian Chef Restraunt,Chinese Indian       ,   ,13.009021,77.65065,+91 97427 63994,
RollsRice Cafe,Italian Chinese Cafe      ,   ,,,+91 94802 94398,
Chopra's Paratha & Chat Corner,Indian        ,   ,13.066781,77.60198,+91 77950 66057,
The Bong Tikka Connection,Indian        ,   ,12.991959,77.70282,+91 96067 06719,
Tandoor Box,Indian        ,   ,12.992306,77.702805,+91 80 4954 8666,
Snack Bar,Fast Food        ,   ,12.964542,77.53385,+91 86609 95107,
Chickpet Donne Biryani House,Indian        ,   ,12.949757,77.69972,+91 96060 29864,
Lassi Point,        ,   ,,,+91 97424 49929,5
Khushi,        ,   ,,,+91 95384 12332,4
B&b The Pub,        ,   ,12.959687,77.56736,+91 72599 99804,
Mani's Dum Biryani,Indian        ,   ,12.956554,77.70991,+91 80 4300 6111,
Shukraan Magic,Fast Food        ,   ,12.92091,77.66485,,
Aj-125,Chinese Indian       ,   ,12.936286,77.703896,+91 96326 69193,
Pizza Hut,Pizza        ,   ,12.964326,77.64182,+91 80 3988 3988,
Desi Dhaba,Indian        ,   ,12.936883,77.61274,+91 80 4150 7166,
Lemon Krust,        ,   ,12.99116,77.7212,+91 88616 16821,
Nakshatra,Indian        ,   ,12.906402,77.59606,+91 80 2658 4422,
New Samrat Restaurant,Indian        ,   ,12.98944,77.57291,+91 80 2356 3726,
Kekiz,        ,   ,12.972,77.64689,+91 93412 02400,
Pizza Hut,Pizza        ,   ,12.92444,77.56431,+91 1800 202 2022,
Royal India Kabab Corner,        ,   ,12.948608,77.59814,+91 77605 45053,
SunShine,Chinese        ,   ,12.84496,77.67756,+91 80 2783 4064,
Indira Canteen,Indian        ,   ,13.03278,77.6819,+91 80 2224 7627,
Ruchi Sagar,        ,   ,12.97107,77.65397,+91 80 2534 1307,
Ruchi Cafe,Chinese        ,   ,12.91385,77.61312,+91 80956 36266,
Summer Of Love,        ,   ,12.9694,77.60244,+91 80 4965 3335,
Erachi,        ,   ,12.97027,77.63241,+91 98450 22230,
Elephants & Coffee,Chinese        ,   ,13.02221,77.7128,+91 80 4190 3000,
Cocktail Garden,Chinese        ,   ,13.024877,77.70696,+91 89047 71151,
Chokkanhalli Cross Bhartiya City,        ,   ,13.081596,77.6175,+91 97424 31004,
Zeeshan,Indian        ,   ,12.909955,77.63111,+91 80 4097 4055,
Hot Pot Noodles,Chinese        ,   ,12.918907,77.6001,+91 88802 22131,
Salt N Pepper,Chinese        ,   ,12.84626,77.67148,+91 96115 56463,
Baniya's,Fast Food        ,   ,13.02672,77.63134,+91 80 6565 2055,
Mini Melts,        ,   ,12.99387,77.5715,+91 80 4122 5834,
Taj Savouries,        ,   ,12.98783,77.59128,+91 90358 51092,
Savi Ruchi,Chinese        ,   ,13.05801,77.50711,+91 72596 72254,
Wangs Xanadu Momo,Asian        ,   ,12.914522,77.65165,,
Sri Venkateshwara Chat Centre,Street Food        ,   ,13.00795,77.51838,+91 70223 62603,
Khai Khai,Indian        ,   ,12.909098,77.64617,+91 76192 07120,
Juice Lounge,Fast Food        ,   ,13.09768,77.56518,,
Singh Punjabi Restaurant,Indian        ,   ,12.9425,77.6007,+91 80 2668 4141,
Pritika Chinese Thai Restaurant,        ,   ,12.93343,77.63611,+91 99005 54738,
Pattabirama Iyengar's Bakery,        ,   ,12.94414,77.60751,+91 82771 25467,
Chicken Biryani Centre,        ,   ,12.93801,77.56155,+91 97389 44248,
Club 27,Chinese        ,   ,13.01217,77.68986,+91 80 4171 9481,
Irfan Hotel Restaurant,Fast Food        ,   ,12.90376,77.63114,+91 90669 09963,
Apple Spicy Take Away,Cafe        ,   ,12.92549,77.60878,+91 74114 11114,
Spice World,Thai        ,   ,12.96,77.50417,+91 96866 78120,
The Bong,Indian        ,   ,13.00367,77.63131,+91 96203 60720,
Nisarga Garden,Indian        ,   ,,,+91 90088 00999,3
Pizza Hut,Pizza        ,   ,12.939887,77.625244,+91 1800 202 2022,
Marjan Restaurant,        ,   ,12.94957,77.6138,+91 99862 99407,
Golden Fork,Chinese        ,   ,12.85109,77.65743,+91 80 2852 2333,
Venky's Xprs,        ,   ,12.96472,77.53814,+91 88612 86181,
Chai and Chutney,Fast Food        ,   ,13.01949,77.70823,+91 74068 94181,
Cafe Lidwin Bakery,Asian Korean       ,   ,,,+91 96869 72228,
Wow! Momo,Chinese        ,   ,12.993485,77.70087,+91 91471 04507,
Dreamland Food Corner,Fast Food        ,   ,,,+91 99166 67150,3.5
Food Court,Chinese        ,   ,12.85109,77.65743,+91 72044 57807,
Asia In A Box,Asian        ,   ,12.92923,77.63522,+91 80 4093 3355,
South Spicy Bites,        ,   ,,,+91 90084 40055,5
Chamrajpet Non Veg Darshini,Cafe        ,   ,12.97078,77.654,+91 94487 96125,
Five Star Chicken,Fast Food        ,   ,12.96984,77.53214,+91 89518 95487,
Hebrews Cafe,        ,   ,13.06434,77.64856,9.18E+15,
Burger King,American        ,   ,12.965402,77.70174,+91 95388 66611,
Veg Plus,        ,   ,12.93092,77.60669,+91 81475 72748,
Searock Restaurant,        ,   ,12.986541,77.5792,+91 88841 28881,
Papa John's Pizza,Italian Pizza Fast Food      ,   ,12.993541,77.663925,+91 1800 3010 7272,
S R Restaurant,        ,   ,13.10156,77.56689,+91 90666 95056,
Luna Sweets,Cafe        ,   ,13.04058,77.59952,+91 80 6576 0740,
Punjabi Tadka,Indian        ,   ,12.84517,77.66009,+91 87224 02416,
Shubh Tiffany's,Cafe        ,   ,12.97647,77.50996,+91 88676 56131,
Rasoi Tandoori Dhaba,Chinese        ,   ,12.99667,77.71772,+91 94489 09416,
Cafe Torque,        ,   ,12.92206,77.64492,+91 96111 19649,
Ganesh Fruit Juice Centre,        ,   ,13.08611,77.56057,+91 99720 65788,
Nandu Sweets,        ,   ,12.96984,77.53214,+91 94491 62896,
Cake Creation,        ,   ,12.965753,77.76412,+91 94742 13310,
Classic Bakery & Sweets,        ,   ,12.84788,77.66233,+91 99864 46484,
Adupp Restaurant,        ,   ,12.9626,77.60433,+91 93533 91914,
Shri Annapurneshwari Refreshment,Fast Food        ,   ,12.89385,77.60986,+91 96119 78061,
Ap2Up,Fast Food        ,   ,12.89001,77.59992,+91 78488 24267,
Menaka Foods,        ,   ,,,,3
Nimma Mane,        ,   ,12.98584,77.51559,+91 80 6570 1680,
Shree Muthahalli Veg,Indian        ,   ,12.914698,77.64468,+91 96323 33337,
A2rrestaurant,Indian        ,   ,12.95026,77.55222,+91 99001 66902,
Cafe Khanarozanna,Indian        ,   ,12.92053,77.64885,+91 99720 89105,
The Lassi Park & Ice Berg,Fast Food        ,   ,12.97168,77.65399,,
Nepali Chalo Restaurant,        ,   ,13.07967,77.50426,,
Sneha Shree Bar & Restaurant,        ,   ,13.05698,77.63924,28374405,
Sri Ambal Tiffin Center,Chinese        ,   ,12.99931,77.53233,+91 80952 41315,
Justbake Koramangala,        ,   ,12.932417,77.6183,+91 80 4174 4666,
Crossroad Cafe,        ,   ,12.91754,77.57581,+91 80 4124 7022,
Halli Style,Chinese        ,   ,13.02777,77.58598,+91 99808 04552,
Kubera Palace Delicacy,Indian        ,   ,13.03818,77.55716,41138094,
Lassi Corner - Koramangala,        ,   ,12.93483,77.62171,+91 99865 97496,
Easystreet Cafe,        ,   ,13.0368,77.62448,30970155,
Global Green Company Ltd.,        ,   ,12.93307,77.63117,+91 80 2550 9600,
Dharwad Mishra Pedha,        ,   ,12.938681,77.55262,+91 98447 57432,
Us Pizza Official,Pizza        ,   ,12.95916,77.656624,+91 93534 74730,
Hotel Abhilash Restaurant,Indian        ,   ,13.00585,77.61234,,
Cuppa,Fast Food        ,   ,12.9259,77.56505,+91 99019 63200,
Hot Brixx,Pizza        ,   ,12.9569,77.70701,+91 88616 11114,
Sree L.J Iyengars Bakery & Sweets,        ,   ,12.93467,77.56829,+91 99803 68706,
V S Garden Bar & Family Restaurant,Chinese        ,   ,12.9502,77.6259,+91 99163 95899,
A.R. Bakery,        ,   ,12.95246,77.61998,+91 96111 54869,
Vasavi Condiments,        ,   ,12.94378,77.55981,+91 99027 38724,
Sri Krishna Sweets & Bakers,        ,   ,12.96992,77.5547,+91 97804 95666,
Sweet Nothings Couture Cupcakes,        ,   ,12.9932,77.75738,,
Foodies,        ,   ,12.93107,77.57611,+91 90082 57795,
The Baagha,        ,   ,12.96354,77.73269,+91 80 2854 3553,
Rotti Mane,Indian        ,   ,13.00374,77.53004,+91 98454 05068,
Multi Cakes,Cafe        ,   ,12.95847,77.70107,+91 98866 56267,
Leon Grill,American        ,   ,13.02167,77.64044,+91 80 4965 2715,
Hotel Supreme Restaurant,        ,   ,12.93579,77.60798,+91 99861 13934,
Bawarchy Hotel,Fast Food        ,   ,13.02736,77.59678,+91 99723 99374,
Irie,        ,   ,13.02857,77.65225,+91 80 6532 6666,
Matki Cafe,        ,   ,12.82618,77.67293,,
BeanTown Pizza,Pizza        ,   ,12.91659,77.60025,+91 99005 74400,
Woodee Pizzeria,Pizza        ,   ,12.90623,77.59253,+91 74068 27272,
Shilpa Kabab Center,Fast Food        ,   ,12.93163,77.61369,+91 99455 93248,
Tandy's Fried Chicken,Fast Food        ,   ,12.97544,77.67901,+91 80 4222 9252,
Domino's,Pizza        ,   ,12.93288,77.62759,+91 95350 09415,
Parachos,Indian        ,   ,12.914478,77.640564,+91 88845 82345,
Chawla's Square,        ,   ,13.07225,77.56066,+91 93437 21497,
Hotel Venkat Sai Restaurant,        ,   ,,,+91 97387 12526,4
The Dimsum,Chinese        ,   ,12.99903,77.57741,+91 97398 29399,
North End Restaurant,Chinese        ,   ,12.99883,77.57849,+91 80 2344 4350,
Sri Sai Ganapathi Hot Chips,Fast Food        ,   ,13.05111,77.50766,+91 99166 22355,
New Karavali Lunch Home,        ,   ,13.11028,77.582,,
Durga Sree Upahara,        ,   ,,,+91 97419 54515,4
Five Star Chicken,Fast Food        ,   ,12.91612,77.61228,+91 99015 06777,
Snoopool Cafe,Fast Food        ,   ,12.9671,77.53297,+91 98863 88164,
Sai Suri Chats,        ,   ,12.99043,77.57477,+91 96205 36758,
B52 The Bar,        ,   ,12.87344,77.61669,+91 80 4094 0101,
Biggies Burger,American        ,   ,12.995181,77.614235,+91 87222 28245,
Pizza Corner,Pizza        ,   ,13.03138,77.59179,+91 80 4160 2483,
Goli Vada Pav No. 1,Fast Food        ,   ,12.95611,77.69797,+91 96325 90422,
Flavors Of India,Indian        ,   ,12.955546,77.71471,,
Chicken Blast,Fast Food        ,   ,12.93226,77.55593,+91 99643 87000,
Stop 'N' Joy,Fast Food        ,   ,12.93243,77.55645,+91 97382 52947,
Gurudatta Icecream Parlour,Fast Food        ,   ,12.91666,77.60643,+91 78993 65431,
Fudnite,Fast Food        ,   ,12.96762,77.65504,+91 98865 54691,
Family Juice & Chats,Fast Food        ,   ,12.92033,77.60761,+91 81239 43920,
Srinivasa Pastries,        ,   ,12.98857,77.60209,+91 80505 03173,
Bangarpet Pani Puri,        ,   ,12.93253,77.58598,+91 85531 35520,
Mast Masala Restaurant,Fast Food        ,   ,13.00282,77.61422,+91 77956 75834,
M R Fresh Fruit Juice,Fast Food        ,   ,12.91935,77.61208,+91 90353 67787,
Spicy Hut,        ,   ,13.00811,77.64655,+91 99165 96321,
Kanti Sweets,        ,   ,12.89174,77.5731,+91 80 2296 0634,
Lunch Break,        ,   ,12.95512,77.50186,+91 80951 61774,
Rr Spiritz,        ,   ,12.88994,77.60042,+91 80 4218 9955,
Punjabi Tadka,Indian        ,   ,12.95512,77.50186,+91 92417 46626,
U.P. Dhaba,        ,   ,12.98425,77.74919,+91 96327 03984,
Basant Mess,        ,   ,12.96504,77.5048,+91 80505 21021,
Lakshmi Brahmin's Bakery,        ,   ,,,+91 96112 28980,4
Sneha Sweets and Snacks,        ,   ,,,+91 98801 93394,4
R.J Hotel,        ,   ,12.89835,77.63499,+91 97420 45278,
Foodies Kabaab Center,Fast Food        ,   ,12.91047,77.60998,+91 95918 52149,
Taste of South,        ,   ,12.84513,77.66016,+91 95906 18912,
Snakart the Shop,Fast Food        ,   ,12.9079,77.60627,+91 98442 10079,
The Best Cafeteria,Chinese Cafe       ,   ,12.93693,77.62729,+91 80509 74266,
Fame,        ,   ,13.01344,77.63554,+91 91414 46772,
Surya Bakery And Sweets,        ,   ,12.95584,77.7155,,
Thindi Mane Oota,American        ,   ,13.02254,77.68197,+91 81230 87881,
Little Nature,American        ,   ,12.94913,77.70278,+91 80 4866 3614,
Biggies Burger 'n' More,American        ,   ,12.95766,77.70882,+91 78996 73165,
Ammus Cake Palace,        ,   ,,,+91 97393 22045,4
Ishta Upahar,        ,   ,12.96893,77.62907,+91 90364 62803,
Ghar Ka Khana,Indian        ,   ,12.914222,77.61212,+91 99806 77488,
Sree Navayuga,        ,   ,13.00696,77.75748,+91 97311 22575,
Shanghai Kitchen,Chinese Asian       ,   ,13.02548,77.66002,+91 80 2531 5983,
Honey Bee Foods,Indian        ,   ,13.01949,77.70823,+91 99161 04359,
P V Palace Bakery & Sweets,        ,   ,13.0588,77.56509,+91 94484 74969,
Retreat Restaurant,Chinese        ,   ,13.00686,77.59629,+91 80 2354 4669,
Hotel New Sagar Restaurant,Chinese        ,   ,12.99202,77.60716,+91 99455 69184,
New Rachi Family Restaurant & Juice,        ,   ,12.99191,77.54369,+91 99023 28908,
Yallamma Devi Cyber Cafe,        ,   ,12.84561,77.66312,1.08E+11,
Frying Pan,Indian        ,   ,12.838644,77.647896,+91 70194 67962,
Pizza Hut,Pizza        ,   ,12.875315,77.53474,+91 1800 202 2022,
Ferment,Italian        ,   ,12.922075,77.55848,+91 95352 49571,
Kolkata Famous Katti Rolls,        ,   ,12.97804,77.73384,+91 97434 78617,
Jai Ambe Restaurant,        ,   ,12.9024,77.56708,+91 88809 99100,
Street 1522,        ,   ,12.902647,77.70427,,
Beanstalk,        ,   ,13.00849,77.65558,+91 80 4171 6230,
Sandharshini Veg,Chinese        ,   ,13.01949,77.70823,+91 81057 15756,
Saravana Cafe,        ,   ,12.99085,77.68724,+91 98869 21655,
The Ambience Restaurant,        ,   ,13.10116,77.59868,+91 80 2846 1512,
Zoca Cafe Sahakarnagar,        ,   ,13.06446,77.58389,+91 89711 54523,
Karnataka Biriyani Centre,Chinese        ,   ,12.92838,77.59887,+91 88845 92772,
Cafe Coffee Day,        ,   ,13.002319,77.66128,+91 80 3202 3351,
The Other Place,        ,   ,13.00839,77.64407,+91 80 6453 4443,
Ttasto 'Hholiics,Fast Food        ,   ,12.96317,77.56741,,
Sri Ganesh Fruit Juice Centre,        ,   ,12.84652,77.68093,+91 99728 61515,
Wheely Good Food,        ,   ,12.97803,77.73375,+91 98868 87972,
Nagalakshmi Andhra Mess,        ,   ,12.84652,77.68093,+91 95387 66710,
Mom's Cafe,        ,   ,12.87757,77.64783,+91 99166 73480,
Mughal Empire,        ,   ,12.84057,77.65015,+91 80 2852 2323,
Domino's Pizza,Pizza        ,   ,13.05682,77.63279,+91 1800 208 1234,
Daysie : All Day Casual Bar,        ,   ,12.972171,77.61841,+91 80 4725 0000,
Bella Italia,Italian        ,   ,12.92484,77.63779,+91 80 4965 2796,
T.H. Hassan Iyengar's Bakery,        ,   ,12.84788,77.66233,+91 94834 03427,
Arcad Dum Biriyani,        ,   ,12.84652,77.68093,+91 95385 72569,
Aishwarya Bakery & Sweets,        ,   ,12.84788,77.66233,+91 96322 33045,
Ambur Dum Biriyani,        ,   ,12.84652,77.68093,+91 95384 43279,
Five Star Chicken,Fast Food        ,   ,12.94066,77.55629,+91 99808 00533,
Thai Lotus Salon,Thai        ,   ,12.97783,77.64643,+91 80 2520 9999,
Oh My God,        ,   ,12.99802,77.60908,+91 98800 07853,
Iyengar's Bakery,        ,   ,12.91902,77.58952,+91 78298 67249,
Ambur Biryani Center,        ,   ,12.84496,77.67588,+91 98805 02794,
Kappa,        ,   ,12.84626,77.67148,+91 94469 43784,
Siddique Kabab Centre,Indian        ,   ,12.99048,77.61469,1.10E+11,
The Cafe Kanthari,        ,   ,12.887709,77.62546,+91 97497 42211,
Shirdi Sai Bhavan,        ,   ,12.91935,77.61208,+91 99453 42460,
Hotel Ashok Samrat Restaurant,Chinese Cafe       ,Vegetarian Friendly   ,13.021938,77.60271,+91 80 2292 4040,
Sai Kripa Food Point,Indian        ,   ,12.9959,77.71923,+91 85532 19246,
Vaigai Vilas,Indian        ,   ,12.98433,77.74155,+91 82960 66070,
Zoravar,Chinese        ,   ,12.96,77.50417,+91 80 4126 2918,
Mcdonald's,        ,   ,13.012928,77.760864,+91 22 6600 0666,
Dilli Galli,Indian        ,   ,12.92616,77.73768,+91 70939 47020,
Taste of Tongue,Cafe        ,   ,13.03022,77.55962,+91 97405 50344,
Sree Gajanana Fruit Juice Centre,        ,   ,12.97344,77.67827,+91 99808 09312,
Renuka Bar & Restaurant,        ,   ,13.05891,77.50699,+91 99721 38222,
Nandini Cool Joint,Cafe        ,Vegetarian Friendly   ,12.91257,77.6446,+91 89042 14583,
Spoorthi Siri Sagar Veg,Cafe        ,   ,13.03102,77.59989,+91 95609 53695,
Nandini Thatte Idly,Cafe        ,   ,12.89001,77.59992,+91 97409 62887,
Cafe Expresso,Italian        ,   ,12.992274,77.53459,+91 88678 90804,
Shahi Khana,Chinese Indian       ,   ,13.015159,77.62393,+91 93807 37167,
Nandi Cafe,Indian        ,   ,12.90345,77.70422,+91 88619 37781,
Oggarne,        ,   ,12.84015,77.6766,+91 98459 44111,
Mahammad Sadir,Chinese        ,   ,12.92838,77.59887,+91 98861 81683,
Pallavi Hotel Restaurant,        ,   ,12.97049,77.52928,+91 95918 51382,
Beans,        ,   ,13.03544,77.70107,+91 91643 49878,
Malenadu Kitchen,Indian        ,   ,12.891514,77.56528,+91 96861 94190,
It's Chai Time,        ,   ,12.85032,77.65553,+91 81979 89889,
Sri Sai Ram Hot Chips,        ,   ,12.95584,77.7155,+91 99021 38207,
Daily Bread,        ,   ,12.92024,77.56933,+91 80 6450 0334,
Venus Bakery,        ,   ,12.95584,77.7155,+91 90085 01500,
Hotel Arumai Restaurant,        ,   ,12.8506,77.66089,+91 96633 19445,
Punjdaryaa,        ,   ,12.85032,77.65553,+91 88841 51666,
Delight Fills,        ,   ,12.940011,77.60228,+91 98453 74700,
Veggie Way,        ,   ,12.95635,77.61229,+91 74114 01506,
Ambur Best Biryani,        ,   ,12.95584,77.7155,+91 96633 58977,
Chef Baker's,        ,   ,12.95584,77.7155,+91 80 4174 3618,
Istoria Cafe,        ,   ,12.96249,77.6056,+91 98866 80707,
Biryani Bhavan,        ,   ,12.93799,77.55698,+91 98865 65143,
Flame On,Thai        ,   ,13.021842,77.64005,+91 80 4372 2555,
Dumma's Restaurant,Chinese        ,   ,13.00558,77.52682,+91 80 4110 0909,
Bunny Bakers,        ,   ,12.91986,77.58643,+91 93412 55773,
Sri Ganesh Sweets,        ,   ,12.95946,77.56266,+91 94497 19671,
Nandana Mess,        ,   ,12.85109,77.65743,+91 81974 09049,
Sri Ranganatha Bakery,        ,   ,13.09042,77.58232,+91 99809 78813,
Kfc,American Fast Food       ,   ,12.84084,77.67175,+91 80 4216 2196,
Kolkata Famous Kathi Roll Centre,        ,   ,12.95584,77.7155,+91 95807 30586,
Raja Bakery,        ,   ,13.00489,77.70834,+91 94482 79662,
Kadai Restaurant,        ,   ,13.00443,77.70835,+91 94818 11099,
Ashok Upahara,Cafe        ,Vegetarian Friendly   ,12.93339,77.51595,+91 99802 18756,
Samba Shake N Juice,Fast Food        ,   ,13.04256,77.57822,+91 74117 41269,
Sri Sai Narasimha Hot Chips,        ,   ,,,+91 99160 80049,4
Csecombo,Chinese        ,   ,12.91517,77.63625,+961 1 132 232,
Azar,Fast Food        ,   ,13.0157,77.6394,+91 98442 77777,
Hopipop,Indian        ,   ,13.0312,77.57888,+91 99800 03474,
OvenTreats,        ,   ,13.02641,77.6242,+91 80 4513 4777,
Chainese Eats,Chinese        ,   ,12.93317,77.55687,+91 76768 99299,
The Eatery,Pizza        ,   ,12.942768,77.6948,+91 80 4167 0888,
Super Naati,Chinese        ,   ,13.02844,77.58632,+91 97404 02222,
Rangzen Restaurant,Chinese        ,   ,12.90823,77.55784,+91 96203 84492,
